"Date","Price","Open","High","Low","Change %"
"Dec 17, 2008","1.558","1.558","1.558","1.558","-9.94%"
"Dec 16, 2008","1.730","1.730","1.730","1.730","-0.63%"
"Dec 15, 2008","1.741","1.741","1.741","1.741","-0.63%"
"Dec 12, 2008","1.752","1.752","1.752","1.752","-3.58%"
"Dec 11, 2008","1.817","1.817","1.817","1.817","-2.31%"
"Dec 10, 2008","1.860","1.860","1.860","1.860","-0.05%"
"Dec 09, 2008","1.861","1.861","1.861","1.861","-9.13%"
"Dec 08, 2008","2.048","2.048","2.048","2.048","2.61%"
"Dec 05, 2008","1.996","1.996","1.996","1.996","2.89%"
"Dec 04, 2008","1.940","1.940","1.940","1.940","1.04%"
"Dec 03, 2008","1.920","1.920","1.920","1.920","-0.78%"
"Dec 02, 2008","1.935","1.935","1.935","1.935","-2.91%"
"Dec 01, 2008","1.993","1.993","1.993","1.993","2.73%"
"Nov 28, 2008","1.940","1.940","1.940","1.940","6.42%"
"Nov 27, 2008","1.823","1.823","1.823","1.823","1.39%"
"Nov 26, 2008","1.798","1.798","1.798","1.798","-4.16%"
"Nov 25, 2008","1.876","1.876","1.876","1.876","6.59%"
"Nov 24, 2008","1.760","1.760","1.760","1.760","26.89%"
"Nov 21, 2008","1.387","1.387","1.387","1.387","-5.77%"
"Nov 20, 2008","1.472","1.472","1.472","1.472","-4.54%"
"Nov 19, 2008","1.542","1.542","1.542","1.542","-2.90%"
"Nov 18, 2008","1.588","1.588","1.588","1.588","-2.87%"
"Nov 17, 2008","1.635","1.635","1.635","1.635","-2.56%"
"Nov 14, 2008","1.678","1.678","1.678","1.678","-16.18%"
"Nov 13, 2008","2.002","2.002","2.002","2.002","-2.01%"
"Nov 12, 2008","2.043","2.043","2.043","2.043","-2.62%"
"Nov 11, 2008","2.098","2.098","2.098","2.098","-4.29%"
"Nov 10, 2008","2.192","2.192","2.192","2.192","0.69%"
"Nov 07, 2008","2.177","2.177","2.177","2.177","-2.11%"
"Nov 06, 2008","2.224","2.224","2.224","2.224","-2.41%"
"Nov 05, 2008","2.279","2.279","2.279","2.279","-5.12%"
"Nov 04, 2008","2.402","2.402","2.402","2.402","-2.12%"
"Nov 03, 2008","2.454","2.454","2.454","2.454","1.57%"
"Oct 31, 2008","2.416","2.416","2.416","2.416","0.62%"
"Oct 30, 2008","2.401","2.401","2.401","2.401","-2.64%"
"Oct 29, 2008","2.466","2.466","2.466","2.466","-2.26%"
"Oct 28, 2008","2.523","2.523","2.523","2.523","0.16%"
"Oct 27, 2008","2.519","2.519","2.519","2.519","2.77%"
"Oct 24, 2008","2.451","2.451","2.451","2.451","0.04%"
"Oct 23, 2008","2.450","2.450","2.450","2.450","0.99%"
"Oct 22, 2008","2.426","2.426","2.426","2.426","-6.98%"
"Oct 21, 2008","2.608","2.608","2.608","2.608","-2.83%"
"Oct 20, 2008","2.684","2.684","2.684","2.684","-3.28%"
"Oct 17, 2008","2.775","2.775","2.775","2.775","0.14%"
"Oct 16, 2008","2.771","2.771","2.771","2.771","-0.47%"
"Oct 15, 2008","2.784","2.784","2.784","2.784","1.02%"
"Oct 14, 2008","2.756","2.756","2.756","2.756","3.34%"
"Oct 13, 2008","2.667","2.667","2.667","2.667","2.77%"
"Oct 10, 2008","2.595","2.595","2.595","2.595","-2.81%"
"Oct 09, 2008","2.670","2.670","2.670","2.670","6.89%"
"Oct 08, 2008","2.498","2.498","2.498","2.498","-10.18%"
"Oct 06, 2008","2.781","2.781","2.781","2.781","-3.50%"
"Oct 03, 2008","2.882","2.882","2.882","2.882","-2.73%"
"Oct 02, 2008","2.963","2.963","2.963","2.963","0.68%"
"Sep 30, 2008","2.943","2.943","2.943","2.943","-5.97%"
"Sep 29, 2008","3.130","3.130","3.130","3.130","-1.29%"
"Sep 26, 2008","3.171","3.171","3.171","3.171","-1.86%"
"Sep 25, 2008","3.231","3.231","3.231","3.231","1.92%"
"Sep 24, 2008","3.170","3.170","3.170","3.170","2.39%"
"Sep 23, 2008","3.096","3.096","3.096","3.096","3.68%"
"Sep 22, 2008","2.986","2.986","2.986","2.986","7.22%"
"Sep 19, 2008","2.785","2.785","2.785","2.785","5.13%"
"Sep 18, 2008","2.649","2.649","2.649","2.649","-1.12%"
"Sep 17, 2008","2.679","2.679","2.679","2.679","5.97%"
"Sep 16, 2008","2.528","2.528","2.528","2.528","-10.45%"
"Sep 12, 2008","2.823","2.823","2.823","2.823","-0.67%"
"Sep 11, 2008","2.842","2.842","2.842","2.842","-0.73%"
"Sep 10, 2008","2.863","2.863","2.863","2.863","-0.38%"
"Sep 09, 2008","2.874","2.874","2.874","2.874","-4.68%"
"Sep 08, 2008","3.015","3.015","3.015","3.015","3.72%"
"Sep 05, 2008","2.907","2.907","2.907","2.907","-3.61%"
"Sep 04, 2008","3.016","3.016","3.016","3.016","-1.05%"
"Sep 03, 2008","3.048","3.048","3.048","3.048","-0.03%"
"Sep 02, 2008","3.049","3.049","3.049","3.049","0.99%"
"Sep 01, 2008","3.019","3.019","3.019","3.019","0.00%"
"Aug 29, 2008","3.019","3.019","3.019","3.019","-1.08%"
"Aug 28, 2008","3.052","3.052","3.052","3.052","-0.65%"
"Aug 27, 2008","3.072","3.072","3.072","3.072","-0.61%"
"Aug 26, 2008","3.091","3.091","3.091","3.091","-2.43%"
"Aug 25, 2008","3.168","3.168","3.168","3.168","3.29%"
"Aug 21, 2008","3.067","3.067","3.067","3.067","-2.97%"
"Aug 20, 2008","3.161","3.161","3.161","3.161","-1.34%"
"Aug 19, 2008","3.204","3.204","3.204","3.204","-0.93%"
"Aug 18, 2008","3.234","3.234","3.234","3.234","-0.89%"
"Aug 15, 2008","3.263","3.263","3.263","3.263","2.16%"
"Aug 14, 2008","3.194","3.194","3.194","3.194","-4.34%"
"Aug 13, 2008","3.339","3.339","3.339","3.339","-2.65%"
"Aug 12, 2008","3.430","3.430","3.430","3.430","1.39%"
"Aug 11, 2008","3.383","3.383","3.383","3.383","-2.06%"
"Aug 08, 2008","3.454","3.454","3.454","3.454","-2.32%"
"Aug 07, 2008","3.536","3.536","3.536","3.536","-1.59%"
"Aug 05, 2008","3.593","3.593","3.593","3.593","-0.44%"
"Aug 04, 2008","3.609","3.609","3.609","3.609","-0.17%"
"Aug 01, 2008","3.615","3.615","3.615","3.615","-1.98%"
"Jul 31, 2008","3.688","3.688","3.688","3.688","-1.57%"
"Jul 30, 2008","3.747","3.747","3.747","3.747","1.00%"
"Jul 29, 2008","3.710","3.710","3.710","3.710","-1.67%"
"Jul 28, 2008","3.773","3.773","3.773","3.773","2.17%"
"Jul 25, 2008","3.693","3.693","3.693","3.693","-1.62%"
"Jul 24, 2008","3.754","3.754","3.754","3.754","-1.18%"
"Jul 23, 2008","3.799","3.799","3.799","3.799","2.54%"
"Jul 22, 2008","3.705","3.705","3.705","3.705","-1.07%"
"Jul 21, 2008","3.745","3.745","3.745","3.745","4.58%"
"Jul 18, 2008","3.581","3.581","3.581","3.581","-0.33%"
"Jul 17, 2008","3.593","3.593","3.593","3.593","1.87%"
"Jul 16, 2008","3.527","3.527","3.527","3.527","-1.18%"
"Jul 15, 2008","3.569","3.569","3.569","3.569","-4.88%"
"Jul 14, 2008","3.752","3.752","3.752","3.752","3.68%"
"Jul 11, 2008","3.619","3.619","3.619","3.619","3.52%"
"Jul 10, 2008","3.496","3.496","3.496","3.496","-2.24%"
"Jul 09, 2008","3.576","3.576","3.576","3.576","-0.36%"
"Jul 08, 2008","3.589","3.589","3.589","3.589","-2.15%"
"Jul 07, 2008","3.668","3.668","3.668","3.668","0.47%"
"Jul 04, 2008","3.651","3.651","3.651","3.651","0.36%"
"Jul 03, 2008","3.638","3.638","3.638","3.638","0.83%"
"Jul 02, 2008","3.608","3.608","3.608","3.608","2.35%"
"Jun 30, 2008","3.525","3.525","3.525","3.525","-1.78%"
"Jun 27, 2008","3.589","3.589","3.589","3.589","-2.90%"
"Jun 26, 2008","3.696","3.696","3.696","3.696","-2.17%"
"Jun 25, 2008","3.778","3.778","3.778","3.778","-0.84%"
"Jun 24, 2008","3.810","3.810","3.810","3.810","0.98%"
"Jun 23, 2008","3.773","3.773","3.773","3.773","-1.31%"
"Jun 20, 2008","3.823","3.823","3.823","3.823","1.06%"
"Jun 19, 2008","3.783","3.783","3.783","3.783","-1.61%"
"Jun 18, 2008","3.845","3.845","3.845","3.845","0.76%"
"Jun 17, 2008","3.816","3.816","3.816","3.816","-1.85%"
"Jun 16, 2008","3.888","3.888","3.888","3.888","-0.69%"
"Jun 13, 2008","3.915","3.915","3.915","3.915","7.61%"
"Jun 12, 2008","3.638","3.638","3.638","3.638","1.48%"
"Jun 11, 2008","3.585","3.585","3.585","3.585","0.84%"
"Jun 10, 2008","3.555","3.555","3.555","3.555","4.53%"
"Jun 06, 2008","3.401","3.401","3.401","3.401","3.19%"
"Jun 05, 2008","3.296","3.296","3.296","3.296","2.97%"
"Jun 04, 2008","3.201","3.201","3.201","3.201","1.33%"
"Jun 03, 2008","3.159","3.159","3.159","3.159","-2.56%"
"Jun 02, 2008","3.242","3.242","3.242","3.242","-0.80%"
"May 30, 2008","3.268","3.268","3.268","3.268","0.65%"
"May 29, 2008","3.247","3.247","3.247","3.247","3.18%"
"May 28, 2008","3.147","3.147","3.147","3.147","1.22%"
"May 27, 2008","3.109","3.109","3.109","3.109","5.50%"
"May 26, 2008","2.947","2.947","2.947","2.947","-2.45%"
"May 23, 2008","3.021","3.021","3.021","3.021","3.07%"
"May 22, 2008","2.931","2.931","2.931","2.931","0.79%"
"May 21, 2008","2.908","2.908","2.908","2.908","-0.51%"
"May 20, 2008","2.923","2.923","2.923","2.923","-0.03%"
"May 19, 2008","2.924","2.924","2.924","2.924","-0.91%"
"May 16, 2008","2.951","2.951","2.951","2.951","-3.12%"
"May 15, 2008","3.046","3.046","3.046","3.046","-1.26%"
"May 14, 2008","3.085","3.085","3.085","3.085","6.64%"
"May 13, 2008","2.893","2.893","2.893","2.893","2.08%"
"May 09, 2008","2.834","2.834","2.834","2.834","-2.01%"
"May 08, 2008","2.892","2.892","2.892","2.892","-0.92%"
"May 07, 2008","2.919","2.919","2.919","2.919","2.75%"
"May 06, 2008","2.841","2.841","2.841","2.841","0.04%"
"May 05, 2008","2.840","2.840","2.840","2.840","3.31%"
"May 02, 2008","2.749","2.749","2.749","2.749","-1.33%"
"Apr 30, 2008","2.786","2.786","2.786","2.786","-0.61%"
"Apr 29, 2008","2.803","2.803","2.803","2.803","-2.06%"
"Apr 28, 2008","2.862","2.862","2.862","2.862","2.14%"
"Apr 25, 2008","2.802","2.802","2.802","2.802","5.70%"
"Apr 24, 2008","2.651","2.651","2.651","2.651","1.73%"
"Apr 23, 2008","2.606","2.606","2.606","2.606","-2.83%"
"Apr 22, 2008","2.682","2.682","2.682","2.682","-0.63%"
"Apr 21, 2008","2.699","2.699","2.699","2.699","-1.21%"
"Apr 18, 2008","2.732","2.732","2.732","2.732","1.52%"
"Apr 17, 2008","2.691","2.691","2.691","2.691","2.32%"
"Apr 16, 2008","2.630","2.630","2.630","2.630","1.82%"
"Apr 15, 2008","2.583","2.583","2.583","2.583","3.61%"
"Apr 14, 2008","2.493","2.493","2.493","2.493","-2.04%"
"Apr 11, 2008","2.545","2.545","2.545","2.545","2.37%"
"Apr 10, 2008","2.486","2.486","2.486","2.486","-2.62%"
"Apr 09, 2008","2.553","2.553","2.553","2.553","-2.18%"
"Apr 08, 2008","2.610","2.610","2.610","2.610","-2.28%"
"Apr 07, 2008","2.671","2.671","2.671","2.671","-1.69%"
"Apr 03, 2008","2.717","2.717","2.717","2.717","1.42%"
"Apr 02, 2008","2.679","2.679","2.679","2.679","2.02%"
"Apr 01, 2008","2.626","2.626","2.626","2.626","-0.08%"
"Mar 31, 2008","2.628","2.628","2.628","2.628","-1.54%"
"Mar 28, 2008","2.669","2.669","2.669","2.669","4.63%"
"Mar 27, 2008","2.551","2.551","2.551","2.551","0.99%"
"Mar 26, 2008","2.526","2.526","2.526","2.526","0.40%"
"Mar 25, 2008","2.516","2.516","2.516","2.516","7.66%"
"Mar 20, 2008","2.337","2.337","2.337","2.337","-7.15%"
"Mar 19, 2008","2.517","2.517","2.517","2.517","5.40%"
"Mar 18, 2008","2.388","2.388","2.388","2.388","-1.20%"
"Mar 17, 2008","2.417","2.417","2.417","2.417","-5.40%"
"Mar 14, 2008","2.555","2.555","2.555","2.555","0.16%"
"Mar 13, 2008","2.551","2.551","2.551","2.551","-4.31%"
"Mar 12, 2008","2.666","2.666","2.666","2.666","0.11%"
"Mar 11, 2008","2.663","2.663","2.663","2.663","-1.00%"
"Mar 10, 2008","2.690","2.690","2.690","2.690","-1.61%"
"Mar 07, 2008","2.734","2.734","2.734","2.734","-3.53%"
"Mar 06, 2008","2.834","2.834","2.834","2.834","1.47%"
"Mar 05, 2008","2.793","2.793","2.793","2.793","0.18%"
"Mar 04, 2008","2.788","2.788","2.788","2.788","0.80%"
"Mar 03, 2008","2.766","2.766","2.766","2.766","-4.72%"
"Feb 29, 2008","2.903","2.903","2.903","2.903","-5.25%"
"Feb 28, 2008","3.064","3.064","3.064","3.064","-2.88%"
"Feb 27, 2008","3.155","3.155","3.155","3.155","-2.53%"
"Feb 26, 2008","3.237","3.237","3.237","3.237","1.57%"
"Feb 25, 2008","3.187","3.187","3.187","3.187","3.17%"
"Feb 22, 2008","3.089","3.089","3.089","3.089","-2.77%"
"Feb 21, 2008","3.177","3.177","3.177","3.177","0.73%"
"Feb 20, 2008","3.154","3.154","3.154","3.154","3.31%"
"Feb 19, 2008","3.053","3.053","3.053","3.053","3.21%"
"Feb 18, 2008","2.958","2.958","2.958","2.958","-0.24%"
"Feb 15, 2008","2.965","2.965","2.965","2.965","5.93%"
"Feb 14, 2008","2.799","2.799","2.799","2.799","2.72%"
"Feb 13, 2008","2.725","2.725","2.725","2.725","1.15%"
"Feb 12, 2008","2.694","2.694","2.694","2.694","5.03%"
"Feb 11, 2008","2.565","2.565","2.565","2.565","0.87%"
"Feb 06, 2008","2.543","2.543","2.543","2.543","-2.64%"
"Feb 05, 2008","2.612","2.612","2.612","2.612","1.01%"
"Feb 04, 2008","2.586","2.586","2.586","2.586","-0.77%"
"Feb 01, 2008","2.606","2.606","2.606","2.606","-2.54%"
"Jan 31, 2008","2.674","2.674","2.674","2.674","-0.37%"
"Jan 30, 2008","2.684","2.684","2.684","2.684","1.74%"
"Jan 29, 2008","2.638","2.638","2.638","2.638","3.01%"
"Jan 28, 2008","2.561","2.561","2.561","2.561","-3.87%"
"Jan 25, 2008","2.664","2.664","2.664","2.664","4.43%"
"Jan 24, 2008","2.551","2.551","2.551","2.551","-4.28%"
"Jan 23, 2008","2.665","2.665","2.665","2.665","-3.41%"
"Jan 22, 2008","2.759","2.759","2.759","2.759","-2.78%"
"Jan 21, 2008","2.838","2.838","2.838","2.838","6.41%"
"Jan 18, 2008","2.667","2.667","2.667","2.667","-3.09%"
"Jan 17, 2008","2.752","2.752","2.752","2.752","2.23%"
"Jan 16, 2008","2.692","2.692","2.692","2.692","-4.88%"
"Jan 15, 2008","2.830","2.830","2.830","2.830","-1.70%"
"Jan 14, 2008","2.879","2.879","2.879","2.879","-5.98%"
"Jan 11, 2008","3.062","3.062","3.062","3.062","-2.14%"
"Jan 10, 2008","3.129","3.129","3.129","3.129","-1.20%"
"Jan 09, 2008","3.167","3.167","3.167","3.167","-2.46%"
"Jan 08, 2008","3.247","3.247","3.247","3.247","0.74%"
"Jan 07, 2008","3.223","3.223","3.223","3.223","-2.48%"
"Jan 04, 2008","3.305","3.305","3.305","3.305","1.44%"
"Jan 03, 2008","3.258","3.258","3.258","3.258","-5.73%"
"Jan 02, 2008","3.456","3.456","3.456","3.456","-0.17%"
"Dec 31, 2007","3.462","3.462","3.462","3.462","-2.12%"
"Dec 28, 2007","3.537","3.537","3.537","3.537","0.60%"
"Dec 27, 2007","3.516","3.516","3.516","3.516","2.36%"
"Dec 24, 2007","3.435","3.435","3.435","3.435","2.32%"
"Dec 21, 2007","3.357","3.357","3.357","3.357","1.70%"
"Dec 20, 2007","3.301","3.301","3.301","3.301","-2.37%"
"Dec 19, 2007","3.381","3.381","3.381","3.381","-0.47%"
"Dec 18, 2007","3.397","3.397","3.397","3.397","-0.47%"
"Dec 17, 2007","3.413","3.413","3.413","3.413","1.52%"
"Dec 14, 2007","3.362","3.362","3.362","3.362","2.41%"
"Dec 13, 2007","3.283","3.283","3.283","3.283","0.18%"
"Dec 12, 2007","3.277","3.277","3.277","3.277","-2.41%"
"Dec 11, 2007","3.358","3.358","3.358","3.358","2.85%"
"Dec 10, 2007","3.265","3.265","3.265","3.265","3.65%"
"Dec 07, 2007","3.150","3.150","3.150","3.150","1.38%"
"Dec 06, 2007","3.107","3.107","3.107","3.107","0.10%"
"Dec 05, 2007","3.104","3.104","3.104","3.104","-2.51%"
"Dec 04, 2007","3.184","3.184","3.184","3.184","-0.81%"
"Dec 03, 2007","3.210","3.210","3.210","3.210","0.22%"
"Nov 30, 2007","3.203","3.203","3.203","3.203","-3.29%"
"Nov 29, 2007","3.312","3.312","3.312","3.312","1.07%"
"Nov 28, 2007","3.277","3.277","3.277","3.277","-0.55%"
"Nov 27, 2007","3.295","3.295","3.295","3.295","-4.08%"
"Nov 26, 2007","3.435","3.435","3.435","3.435","0.76%"
"Nov 23, 2007","3.409","3.409","3.409","3.409","-0.44%"
"Nov 22, 2007","3.424","3.424","3.424","3.424","-2.06%"
"Nov 21, 2007","3.496","3.496","3.496","3.496","-1.58%"
"Nov 20, 2007","3.552","3.552","3.552","3.552","-0.81%"
"Nov 19, 2007","3.581","3.581","3.581","3.581","-1.24%"
"Nov 16, 2007","3.626","3.626","3.626","3.626","-1.25%"
"Nov 15, 2007","3.672","3.672","3.672","3.672","0.38%"
"Nov 14, 2007","3.658","3.658","3.658","3.658","3.54%"
"Nov 13, 2007","3.533","3.533","3.533","3.533","0.91%"
"Nov 12, 2007","3.501","3.501","3.501","3.501","-0.45%"
"Nov 09, 2007","3.517","3.517","3.517","3.517","-0.42%"
"Nov 08, 2007","3.532","3.532","3.532","3.532","-2.51%"
"Nov 07, 2007","3.623","3.623","3.623","3.623","-1.39%"
"Nov 06, 2007","3.674","3.674","3.674","3.674","-0.57%"
"Nov 05, 2007","3.695","3.695","3.695","3.695","-1.28%"
"Nov 02, 2007","3.743","3.743","3.743","3.743","-4.88%"
"Nov 01, 2007","3.935","3.935","3.935","3.935","1.31%"
"Oct 31, 2007","3.884","3.884","3.884","3.884","-1.25%"
"Oct 30, 2007","3.933","3.933","3.933","3.933","1.03%"
"Oct 29, 2007","3.893","3.893","3.893","3.893","-0.46%"
"Oct 26, 2007","3.911","3.911","3.911","3.911","-0.79%"
"Oct 25, 2007","3.942","3.942","3.942","3.942","-1.30%"
"Oct 24, 2007","3.994","3.994","3.994","3.994","-0.55%"
"Oct 23, 2007","4.016","4.016","4.016","4.016","2.29%"
"Oct 22, 2007","3.926","3.926","3.926","3.926","-4.66%"
"Oct 18, 2007","4.118","4.118","4.118","4.118","-4.65%"
"Oct 17, 2007","4.319","4.319","4.319","4.319","-0.76%"
"Oct 16, 2007","4.352","4.352","4.352","4.352","0.00%"
"Oct 15, 2007","4.352","4.352","4.352","4.352","1.33%"
"Oct 12, 2007","4.295","4.295","4.295","4.295","-0.83%"
"Oct 11, 2007","4.331","4.331","4.331","4.331","0.46%"
"Oct 10, 2007","4.311","4.311","4.311","4.311","0.65%"
"Oct 09, 2007","4.283","4.283","4.283","4.283","-0.79%"
"Oct 08, 2007","4.317","4.317","4.317","4.317","0.61%"
"Oct 05, 2007","4.291","4.291","4.291","4.291","-0.81%"
"Oct 04, 2007","4.326","4.326","4.326","4.326","-0.48%"
"Oct 03, 2007","4.347","4.347","4.347","4.347","-0.57%"
"Oct 02, 2007","4.372","4.372","4.372","4.372","-1.15%"
"Sep 28, 2007","4.423","4.423","4.423","4.423","-0.11%"
"Sep 27, 2007","4.428","4.428","4.428","4.428","0.73%"
"Sep 25, 2007","4.396","4.396","4.396","4.396","-1.21%"
"Sep 24, 2007","4.450","4.450","4.450","4.450","0.68%"
"Sep 21, 2007","4.420","4.420","4.420","4.420","2.86%"
"Sep 20, 2007","4.297","4.297","4.297","4.297","0.70%"
"Sep 19, 2007","4.267","4.267","4.267","4.267","-0.21%"
"Sep 18, 2007","4.276","4.276","4.276","4.276","-0.12%"
"Sep 17, 2007","4.281","4.281","4.281","4.281","-0.44%"
"Sep 14, 2007","4.300","4.300","4.300","4.300","0.49%"
"Sep 13, 2007","4.279","4.279","4.279","4.279","-0.99%"
"Sep 12, 2007","4.322","4.322","4.322","4.322","0.44%"
"Sep 11, 2007","4.303","4.303","4.303","4.303","-0.49%"
"Sep 10, 2007","4.324","4.324","4.324","4.324","-2.94%"
"Sep 07, 2007","4.455","4.455","4.455","4.455","0.45%"
"Sep 06, 2007","4.435","4.435","4.435","4.435","-1.14%"
"Sep 05, 2007","4.486","4.486","4.486","4.486","0.34%"
"Sep 04, 2007","4.471","4.471","4.471","4.471","-0.40%"
"Sep 03, 2007","4.489","4.489","4.489","4.489","-0.77%"
"Aug 31, 2007","4.524","4.524","4.524","4.524","1.05%"
"Aug 30, 2007","4.477","4.477","4.477","4.477","0.43%"
"Aug 29, 2007","4.458","4.458","4.458","4.458","-0.80%"
"Aug 28, 2007","4.494","4.494","4.494","4.494","0.02%"
"Aug 27, 2007","4.493","4.493","4.493","4.493","-0.13%"
"Aug 24, 2007","4.499","4.499","4.499","4.499","-0.44%"
"Aug 23, 2007","4.519","4.519","4.519","4.519","1.16%"
"Aug 22, 2007","4.467","4.467","4.467","4.467","0.72%"
"Aug 21, 2007","4.435","4.435","4.435","4.435","-1.99%"
"Aug 20, 2007","4.525","4.525","4.525","4.525","0.96%"
"Aug 17, 2007","4.482","4.482","4.482","4.482","-1.58%"
"Aug 16, 2007","4.554","4.554","4.554","4.554","-0.48%"
"Aug 15, 2007","4.576","4.576","4.576","4.576","-0.63%"
"Aug 14, 2007","4.605","4.605","4.605","4.605","-0.30%"
"Aug 13, 2007","4.619","4.619","4.619","4.619","0.90%"
"Aug 10, 2007","4.578","4.578","4.578","4.578","-1.34%"
"Aug 09, 2007","4.640","4.640","4.640","4.640","0.13%"
"Aug 08, 2007","4.634","4.634","4.634","4.634","0.80%"
"Aug 07, 2007","4.597","4.597","4.597","4.597","0.50%"
"Aug 06, 2007","4.574","4.574","4.574","4.574","-1.10%"
"Aug 03, 2007","4.625","4.625","4.625","4.625","-0.19%"
"Aug 02, 2007","4.634","4.634","4.634","4.634","1.13%"
"Aug 01, 2007","4.582","4.582","4.582","4.582","-1.42%"
"Jul 31, 2007","4.648","4.648","4.648","4.648","-0.04%"
"Jul 30, 2007","4.650","4.650","4.650","4.650","0.58%"
"Jul 27, 2007","4.623","4.623","4.623","4.623","-2.22%"
"Jul 26, 2007","4.728","4.728","4.728","4.728","-0.06%"
"Jul 25, 2007","4.731","4.731","4.731","4.731","-0.40%"
"Jul 24, 2007","4.750","4.750","4.750","4.750","-0.38%"
"Jul 23, 2007","4.768","4.768","4.768","4.768","-1.02%"
"Jul 20, 2007","4.817","4.817","4.817","4.817","-0.29%"
"Jul 19, 2007","4.831","4.831","4.831","4.831","0.44%"
"Jul 18, 2007","4.810","4.810","4.810","4.810","0.35%"
"Jul 17, 2007","4.793","4.793","4.793","4.793","-0.44%"
"Jul 16, 2007","4.814","4.814","4.814","4.814","-0.82%"
"Jul 13, 2007","4.854","4.854","4.854","4.854","0.29%"
"Jul 12, 2007","4.840","4.840","4.840","4.840","1.23%"
"Jul 11, 2007","4.781","4.781","4.781","4.781","-1.56%"
"Jul 10, 2007","4.857","4.857","4.857","4.857","-0.78%"
"Jul 09, 2007","4.895","4.895","4.895","4.895","0.82%"
"Jul 06, 2007","4.855","4.855","4.855","4.855","1.15%"
"Jul 05, 2007","4.800","4.800","4.800","4.800","1.33%"
"Jul 04, 2007","4.737","4.737","4.737","4.737","0.13%"
"Jul 03, 2007","4.731","4.731","4.731","4.731","-1.21%"
"Jun 29, 2007","4.789","4.789","4.789","4.789","-0.27%"
"Jun 28, 2007","4.802","4.802","4.802","4.802","0.13%"
"Jun 27, 2007","4.796","4.796","4.796","4.796","0.15%"
"Jun 26, 2007","4.789","4.789","4.789","4.789","-0.02%"
"Jun 25, 2007","4.790","4.790","4.790","4.790","-1.09%"
"Jun 22, 2007","4.843","4.843","4.843","4.843","0.46%"
"Jun 21, 2007","4.821","4.821","4.821","4.821","1.79%"
"Jun 20, 2007","4.736","4.736","4.736","4.736","-1.44%"
"Jun 18, 2007","4.805","4.805","4.805","4.805","-1.64%"
"Jun 15, 2007","4.885","4.885","4.885","4.885","0.33%"
"Jun 14, 2007","4.869","4.869","4.869","4.869","-1.44%"
"Jun 13, 2007","4.940","4.940","4.940","4.940","2.77%"
"Jun 12, 2007","4.807","4.807","4.807","4.807","0.38%"
"Jun 11, 2007","4.789","4.789","4.789","4.789","-1.70%"
"Jun 08, 2007","4.872","4.872","4.872","4.872","2.85%"
"Jun 07, 2007","4.737","4.737","4.737","4.737","-0.21%"
"Jun 06, 2007","4.747","4.747","4.747","4.747","1.69%"
"Jun 05, 2007","4.668","4.668","4.668","4.668","-1.08%"
"Jun 04, 2007","4.719","4.719","4.719","4.719","0.96%"
"Jun 01, 2007","4.674","4.674","4.674","4.674","1.90%"
"May 31, 2007","4.587","4.587","4.587","4.587","-1.06%"
"May 30, 2007","4.636","4.636","4.636","4.636","1.93%"
"May 29, 2007","4.548","4.548","4.548","4.548","1.31%"
"May 28, 2007","4.489","4.489","4.489","4.489","1.04%"
"May 25, 2007","4.443","4.443","4.443","4.443","2.78%"
"May 23, 2007","4.323","4.323","4.323","4.323","0.89%"
"May 22, 2007","4.285","4.285","4.285","4.285","0.33%"
"May 21, 2007","4.271","4.271","4.271","4.271","0.52%"
"May 18, 2007","4.249","4.249","4.249","4.249","0.88%"
"May 17, 2007","4.212","4.212","4.212","4.212","0.14%"
"May 16, 2007","4.206","4.206","4.206","4.206","0.41%"
"May 15, 2007","4.189","4.189","4.189","4.189","0.60%"
"May 14, 2007","4.164","4.164","4.164","4.164","-1.54%"
"May 11, 2007","4.229","4.229","4.229","4.229","-0.84%"
"May 10, 2007","4.265","4.265","4.265","4.265","0.71%"
"May 09, 2007","4.235","4.235","4.235","4.235","-0.54%"
"May 08, 2007","4.258","4.258","4.258","4.258","-0.56%"
"May 07, 2007","4.282","4.282","4.282","4.282","-0.76%"
"May 04, 2007","4.315","4.315","4.315","4.315","0.37%"
"May 03, 2007","4.299","4.299","4.299","4.299","0.77%"
"May 02, 2007","4.266","4.266","4.266","4.266","-0.51%"
"Apr 30, 2007","4.288","4.288","4.288","4.288","-0.39%"
"Apr 27, 2007","4.305","4.305","4.305","4.305","1.46%"
"Apr 26, 2007","4.243","4.243","4.243","4.243","1.56%"
"Apr 25, 2007","4.178","4.178","4.178","4.178","0.12%"
"Apr 24, 2007","4.173","4.173","4.173","4.173","-1.18%"
"Apr 23, 2007","4.223","4.223","4.223","4.223","-0.31%"
"Apr 20, 2007","4.236","4.236","4.236","4.236","0.57%"
"Apr 19, 2007","4.212","4.212","4.212","4.212","-1.31%"
"Apr 18, 2007","4.268","4.268","4.268","4.268","-0.95%"
"Apr 17, 2007","4.309","4.309","4.309","4.309","-0.42%"
"Apr 16, 2007","4.327","4.327","4.327","4.327","0.93%"
"Apr 13, 2007","4.287","4.287","4.287","4.287","0.47%"
"Apr 12, 2007","4.267","4.267","4.267","4.267","0.73%"
"Apr 11, 2007","4.236","4.236","4.236","4.236","-0.35%"
"Apr 10, 2007","4.251","4.251","4.251","4.251","1.26%"
"Apr 04, 2007","4.198","4.198","4.198","4.198","0.43%"
