"Date","Price","Open","High","Low","Change %"
"Jun 15, 2001","6.162","6.162","6.162","6.162","-0.34%"
"Jun 14, 2001","6.183","6.183","6.183","6.183","0.34%"
"Jun 13, 2001","6.162","6.162","6.162","6.162","-0.44%"
"Jun 12, 2001","6.189","6.189","6.189","6.189","-1.23%"
"Jun 11, 2001","6.266","6.266","6.266","6.266","0.19%"
"Jun 08, 2001","6.254","6.254","6.254","6.254","1.35%"
"Jun 07, 2001","6.171","6.171","6.171","6.171","0.41%"
"Jun 06, 2001","6.146","6.146","6.146","6.146","-1.32%"
"Jun 05, 2001","6.228","6.228","6.228","6.228","-1.66%"
"Jun 04, 2001","6.333","6.333","6.333","6.333","-0.53%"
"Jun 01, 2001","6.367","6.367","6.367","6.367","-1.32%"
"May 31, 2001","6.452","6.452","6.452","6.452","-0.86%"
"May 30, 2001","6.508","6.508","6.508","6.508","0.09%"
"May 29, 2001","6.502","6.502","6.502","6.502","-0.41%"
"May 28, 2001","6.529","6.529","6.529","6.529","0.68%"
"May 25, 2001","6.485","6.485","6.485","6.485","0.92%"
"May 24, 2001","6.426","6.426","6.426","6.426","-0.33%"
"May 23, 2001","6.447","6.447","6.447","6.447","0.22%"
"May 22, 2001","6.433","6.433","6.433","6.433","-0.66%"
"May 21, 2001","6.476","6.476","6.476","6.476","0.54%"
"May 18, 2001","6.441","6.441","6.441","6.441","-0.63%"
"May 17, 2001","6.482","6.482","6.482","6.482","-0.78%"
"May 16, 2001","6.533","6.533","6.533","6.533","1.43%"
"May 15, 2001","6.441","6.441","6.441","6.441","0.96%"
"May 14, 2001","6.380","6.380","6.380","6.380","1.72%"
"May 11, 2001","6.272","6.272","6.272","6.272","1.77%"
"May 10, 2001","6.163","6.163","6.163","6.163","-0.31%"
"May 09, 2001","6.182","6.182","6.182","6.182","0.55%"
"May 08, 2001","6.148","6.148","6.148","6.148","0.36%"
"May 07, 2001","6.126","6.126","6.126","6.126","-0.44%"
"May 04, 2001","6.153","6.153","6.153","6.153","-1.17%"
"May 03, 2001","6.226","6.226","6.226","6.226","-2.40%"
"May 02, 2001","6.379","6.379","6.379","6.379","1.54%"
"Apr 27, 2001","6.282","6.282","6.282","6.282","-0.73%"
"Apr 26, 2001","6.328","6.328","6.328","6.328","0.83%"
"Apr 25, 2001","6.276","6.276","6.276","6.276","0.27%"
"Apr 24, 2001","6.259","6.259","6.259","6.259","-0.97%"
"Apr 23, 2001","6.320","6.320","6.320","6.320","1.28%"
"Apr 20, 2001","6.240","6.240","6.240","6.240","1.53%"
"Apr 19, 2001","6.146","6.146","6.146","6.146","-1.65%"
"Apr 18, 2001","6.249","6.249","6.249","6.249","-0.33%"
"Apr 17, 2001","6.270","6.270","6.270","6.270","0.55%"
"Apr 12, 2001","6.236","6.236","6.236","6.236","1.22%"
"Apr 11, 2001","6.161","6.161","6.161","6.161","0.67%"
"Apr 10, 2001","6.120","6.120","6.120","6.120","0.02%"
"Apr 09, 2001","6.119","6.119","6.119","6.119","-1.19%"
"Apr 06, 2001","6.193","6.193","6.193","6.193","0.62%"
"Apr 04, 2001","6.155","6.155","6.155","6.155","-0.11%"
"Apr 03, 2001","6.162","6.162","6.162","6.162","0.00%"
"Apr 02, 2001","6.162","6.162","6.162","6.162","-0.02%"
"Mar 30, 2001","6.163","6.163","6.163","6.163","0.55%"
"Mar 29, 2001","6.129","6.129","6.129","6.129","-0.23%"
"Mar 28, 2001","6.143","6.143","6.143","6.143","1.79%"
"Mar 27, 2001","6.035","6.035","6.035","6.035","-0.64%"
"Mar 26, 2001","6.074","6.074","6.074","6.074","-0.78%"
"Mar 23, 2001","6.122","6.122","6.122","6.122","0.51%"
"Mar 22, 2001","6.091","6.091","6.091","6.091","1.15%"
"Mar 21, 2001","6.022","6.022","6.022","6.022","-0.12%"
"Mar 20, 2001","6.029","6.029","6.029","6.029","0.89%"
"Mar 19, 2001","5.976","5.976","5.976","5.976","1.00%"
"Mar 16, 2001","5.917","5.917","5.917","5.917","-0.44%"
"Mar 15, 2001","5.943","5.943","5.943","5.943","-0.62%"
"Mar 14, 2001","5.980","5.980","5.980","5.980","0.83%"
"Mar 13, 2001","5.931","5.931","5.931","5.931","-1.12%"
"Mar 12, 2001","5.998","5.998","5.998","5.998","0.96%"
"Mar 09, 2001","5.941","5.941","5.941","5.941","0.51%"
"Mar 08, 2001","5.911","5.911","5.911","5.911","-0.24%"
"Mar 07, 2001","5.925","5.925","5.925","5.925","-0.54%"
"Mar 06, 2001","5.957","5.957","5.957","5.957","0.18%"
"Mar 05, 2001","5.946","5.946","5.946","5.946","0.90%"
"Mar 02, 2001","5.893","5.893","5.893","5.893","0.91%"
"Mar 01, 2001","5.840","5.840","5.840","5.840","-0.36%"
"Feb 28, 2001","5.861","5.861","5.861","5.861","-1.21%"
"Feb 27, 2001","5.933","5.933","5.933","5.933","-2.22%"
"Feb 26, 2001","6.068","6.068","6.068","6.068","-1.32%"
"Feb 23, 2001","6.149","6.149","6.149","6.149","0.44%"
"Feb 22, 2001","6.122","6.122","6.122","6.122","0.61%"
"Feb 21, 2001","6.085","6.085","6.085","6.085","-0.51%"
"Feb 20, 2001","6.116","6.116","6.116","6.116","0.76%"
"Feb 19, 2001","6.070","6.070","6.070","6.070","-0.43%"
"Feb 16, 2001","6.096","6.096","6.096","6.096","-0.78%"
"Feb 15, 2001","6.144","6.144","6.144","6.144","2.83%"
"Feb 14, 2001","5.975","5.975","5.975","5.975","0.42%"
"Feb 13, 2001","5.950","5.950","5.950","5.950","-0.17%"
"Feb 12, 2001","5.960","5.960","5.960","5.960","-0.90%"
"Feb 09, 2001","6.014","6.014","6.014","6.014","-0.18%"
"Feb 08, 2001","6.025","6.025","6.025","6.025","0.12%"
"Feb 07, 2001","6.018","6.018","6.018","6.018","-0.56%"
"Feb 06, 2001","6.052","6.052","6.052","6.052","0.92%"
"Feb 05, 2001","5.997","5.997","5.997","5.997","1.08%"
"Feb 02, 2001","5.933","5.933","5.933","5.933","-1.20%"
"Feb 01, 2001","6.005","6.005","6.005","6.005","-2.09%"
"Jan 31, 2001","6.133","6.133","6.133","6.133","-1.97%"
"Jan 30, 2001","6.256","6.256","6.256","6.256","1.10%"
"Jan 29, 2001","6.188","6.188","6.188","6.188","0.65%"
"Jan 23, 2001","6.148","6.148","6.148","6.148","1.99%"
"Jan 22, 2001","6.028","6.028","6.028","6.028","1.21%"
"Jan 19, 2001","5.956","5.956","5.956","5.956","-0.20%"
"Jan 18, 2001","5.968","5.968","5.968","5.968","-3.23%"
"Jan 17, 2001","6.167","6.167","6.167","6.167","-0.05%"
"Jan 16, 2001","6.170","6.170","6.170","6.170","0.11%"
"Jan 15, 2001","6.163","6.163","6.163","6.163","2.46%"
"Jan 12, 2001","6.015","6.015","6.015","6.015","3.33%"
"Jan 11, 2001","5.821","5.821","5.821","5.821","0.67%"
"Jan 10, 2001","5.782","5.782","5.782","5.782","-0.77%"
"Jan 09, 2001","5.827","5.827","5.827","5.827","1.91%"
"Jan 08, 2001","5.718","5.718","5.718","5.718","-2.24%"
"Jan 05, 2001","5.849","5.849","5.849","5.849","-1.43%"
"Jan 04, 2001","5.934","5.934","5.934","5.934","-6.52%"
"Jan 02, 2001","6.348","6.348","6.348","6.348","-1.60%"
"Dec 29, 2000","6.451","6.451","6.451","6.451","0.20%"
"Dec 28, 2000","6.438","6.438","6.438","6.438","0.31%"
"Dec 27, 2000","6.418","6.418","6.418","6.418","0.30%"
"Dec 22, 2000","6.399","6.399","6.399","6.399","0.02%"
"Dec 21, 2000","6.398","6.398","6.398","6.398","-1.66%"
"Dec 20, 2000","6.506","6.506","6.506","6.506","0.17%"
"Dec 19, 2000","6.495","6.495","6.495","6.495","-0.11%"
"Dec 18, 2000","6.502","6.502","6.502","6.502","-0.85%"
"Dec 15, 2000","6.558","6.558","6.558","6.558","-0.64%"
"Dec 14, 2000","6.600","6.600","6.600","6.600","-1.67%"
"Dec 13, 2000","6.712","6.712","6.712","6.712","0.16%"
"Dec 12, 2000","6.701","6.701","6.701","6.701","0.04%"
"Dec 11, 2000","6.698","6.698","6.698","6.698","-0.30%"
"Dec 08, 2000","6.718","6.718","6.718","6.718","-1.16%"
"Dec 07, 2000","6.797","6.797","6.797","6.797","-2.15%"
"Dec 06, 2000","6.946","6.946","6.946","6.946","-2.32%"
"Dec 05, 2000","7.111","7.111","7.111","7.111","0.87%"
"Dec 04, 2000","7.050","7.050","7.050","7.050","-5.06%"
"Dec 01, 2000","7.426","7.426","7.426","7.426","5.33%"
"Nov 30, 2000","7.050","7.050","7.050","7.050","-0.72%"
"Nov 29, 2000","7.101","7.101","7.101","7.101","-0.64%"
"Nov 28, 2000","7.147","7.147","7.147","7.147","0.11%"
"Nov 27, 2000","7.139","7.139","7.139","7.139","0.32%"
"Nov 24, 2000","7.116","7.116","7.116","7.116","0.40%"
"Nov 23, 2000","7.088","7.088","7.088","7.088","-0.11%"
"Nov 22, 2000","7.096","7.096","7.096","7.096","0.13%"
"Nov 21, 2000","7.087","7.087","7.087","7.087","-0.13%"
"Nov 20, 2000","7.096","7.096","7.096","7.096","0.44%"
"Nov 17, 2000","7.065","7.065","7.065","7.065","-0.58%"
"Nov 16, 2000","7.106","7.106","7.106","7.106","-0.25%"
"Nov 15, 2000","7.124","7.124","7.124","7.124","-0.22%"
"Nov 14, 2000","7.140","7.140","7.140","7.140","0.00%"
"Nov 13, 2000","7.140","7.140","7.140","7.140","-0.54%"
"Nov 10, 2000","7.179","7.179","7.179","7.179","-0.08%"
"Nov 09, 2000","7.185","7.185","7.185","7.185","0.52%"
"Nov 08, 2000","7.148","7.148","7.148","7.148","0.73%"
"Nov 07, 2000","7.096","7.096","7.096","7.096","0.00%"
"Nov 06, 2000","7.096","7.096","7.096","7.096","1.98%"
"Nov 03, 2000","6.958","6.958","6.958","6.958","0.42%"
"Nov 02, 2000","6.929","6.929","6.929","6.929","-0.52%"
"Nov 01, 2000","6.965","6.965","6.965","6.965","-0.31%"
"Oct 31, 2000","6.987","6.987","6.987","6.987","0.01%"
"Oct 30, 2000","6.986","6.986","6.986","6.986","0.30%"
"Oct 27, 2000","6.965","6.965","6.965","6.965","0.20%"
"Oct 26, 2000","6.951","6.951","6.951","6.951","-0.09%"
"Oct 25, 2000","6.957","6.957","6.957","6.957","-0.01%"
"Oct 24, 2000","6.958","6.958","6.958","6.958","-0.42%"
"Oct 23, 2000","6.987","6.987","6.987","6.987","-0.92%"
"Oct 20, 2000","7.052","7.052","7.052","7.052","-0.72%"
"Oct 19, 2000","7.103","7.103","7.103","7.103","-0.22%"
"Oct 18, 2000","7.119","7.119","7.119","7.119","-0.39%"
"Oct 17, 2000","7.147","7.147","7.147","7.147","-0.21%"
"Oct 16, 2000","7.162","7.162","7.162","7.162","0.18%"
"Oct 13, 2000","7.149","7.149","7.149","7.149","-0.80%"
"Oct 12, 2000","7.207","7.207","7.207","7.207","-0.15%"
"Oct 11, 2000","7.218","7.218","7.218","7.218","-0.07%"
"Oct 10, 2000","7.223","7.223","7.223","7.223","-0.51%"
"Oct 09, 2000","7.260","7.260","7.260","7.260","0.51%"
"Oct 05, 2000","7.223","7.223","7.223","7.223","0.31%"
"Oct 04, 2000","7.201","7.201","7.201","7.201","0.33%"
"Oct 03, 2000","7.177","7.177","7.177","7.177","-0.13%"
"Sep 29, 2000","7.186","7.186","7.186","7.186","-0.32%"
"Sep 28, 2000","7.209","7.209","7.209","7.209","0.00%"
"Sep 27, 2000","7.209","7.209","7.209","7.209","-0.19%"
"Sep 26, 2000","7.223","7.223","7.223","7.223","-0.51%"
"Sep 25, 2000","7.260","7.260","7.260","7.260","-0.11%"
"Sep 22, 2000","7.268","7.268","7.268","7.268","-0.60%"
"Sep 21, 2000","7.312","7.312","7.312","7.312","0.61%"
"Sep 20, 2000","7.268","7.268","7.268","7.268","0.00%"
"Sep 19, 2000","7.268","7.268","7.268","7.268","-0.42%"
"Sep 18, 2000","7.299","7.299","7.299","7.299","0.63%"
"Sep 15, 2000","7.253","7.253","7.253","7.253","0.62%"
"Sep 14, 2000","7.208","7.208","7.208","7.208","-0.22%"
"Sep 12, 2000","7.224","7.224","7.224","7.224","0.51%"
"Sep 11, 2000","7.187","7.187","7.187","7.187","0.50%"
"Sep 08, 2000","7.151","7.151","7.151","7.151","0.41%"
"Sep 07, 2000","7.122","7.122","7.122","7.122","0.37%"
"Sep 06, 2000","7.096","7.096","7.096","7.096","0.00%"
"Sep 05, 2000","7.096","7.096","7.096","7.096","0.04%"
"Sep 04, 2000","7.093","7.093","7.093","7.093","-1.07%"
"Sep 01, 2000","7.170","7.170","7.170","7.170","-0.94%"
"Aug 31, 2000","7.238","7.238","7.238","7.238","-0.32%"
"Aug 30, 2000","7.261","7.261","7.261","7.261","0.18%"
"Aug 29, 2000","7.248","7.248","7.248","7.248","0.35%"
"Aug 28, 2000","7.223","7.223","7.223","7.223","0.18%"
"Aug 25, 2000","7.210","7.210","7.210","7.210","-0.08%"
"Aug 24, 2000","7.216","7.216","7.216","7.216","-0.61%"
"Aug 23, 2000","7.260","7.260","7.260","7.260","-0.30%"
"Aug 22, 2000","7.282","7.282","7.282","7.282","-0.12%"
"Aug 21, 2000","7.291","7.291","7.291","7.291","-0.49%"
"Aug 18, 2000","7.327","7.327","7.327","7.327","-0.42%"
"Aug 17, 2000","7.358","7.358","7.358","7.358","0.51%"
"Aug 16, 2000","7.321","7.321","7.321","7.321","0.21%"
"Aug 15, 2000","7.306","7.306","7.306","7.306","-0.20%"
"Aug 14, 2000","7.321","7.321","7.321","7.321","0.40%"
"Aug 11, 2000","7.292","7.292","7.292","7.292","0.21%"
"Aug 10, 2000","7.277","7.277","7.277","7.277","-0.21%"
"Aug 09, 2000","7.292","7.292","7.292","7.292","0.30%"
"Aug 08, 2000","7.270","7.270","7.270","7.270","0.40%"
"Aug 07, 2000","7.241","7.241","7.241","7.241","-1.38%"
"Aug 04, 2000","7.342","7.342","7.342","7.342","-0.62%"
"Aug 03, 2000","7.388","7.388","7.388","7.388","-0.48%"
"Aug 02, 2000","7.424","7.424","7.424","7.424","-0.70%"
"Aug 01, 2000","7.476","7.476","7.476","7.476","-0.23%"
"Jul 31, 2000","7.493","7.493","7.493","7.493","0.60%"
"Jul 28, 2000","7.448","7.448","7.448","7.448","0.00%"
"Jul 27, 2000","7.448","7.448","7.448","7.448","-0.29%"
"Jul 26, 2000","7.470","7.470","7.470","7.470","0.00%"
"Jul 25, 2000","7.470","7.470","7.470","7.470","0.31%"
"Jul 24, 2000","7.447","7.447","7.447","7.447","-0.40%"
"Jul 21, 2000","7.477","7.477","7.477","7.477","-1.28%"
"Jul 20, 2000","7.574","7.574","7.574","7.574","0.00%"
"Jul 19, 2000","7.574","7.574","7.574","7.574","-0.01%"
"Jul 18, 2000","7.575","7.575","7.575","7.575","0.81%"
"Jul 17, 2000","7.514","7.514","7.514","7.514","0.99%"
"Jul 14, 2000","7.440","7.440","7.440","7.440","-0.69%"
"Jul 13, 2000","7.492","7.492","7.492","7.492","0.39%"
"Jul 12, 2000","7.463","7.463","7.463","7.463","-0.11%"
"Jul 11, 2000","7.471","7.471","7.471","7.471","-0.09%"
"Jul 10, 2000","7.478","7.478","7.478","7.478","-0.19%"
"Jul 07, 2000","7.492","7.492","7.492","7.492","0.40%"
"Jul 06, 2000","7.462","7.462","7.462","7.462","-0.32%"
"Jul 05, 2000","7.486","7.486","7.486","7.486","0.00%"
"Jul 04, 2000","7.486","7.486","7.486","7.486","-0.29%"
"Jul 03, 2000","7.508","7.508","7.508","7.508","0.29%"
"Jun 30, 2000","7.486","7.486","7.486","7.486","-0.31%"
"Jun 29, 2000","7.509","7.509","7.509","7.509","0.31%"
"Jun 28, 2000","7.486","7.486","7.486","7.486","0.00%"
"Jun 27, 2000","7.486","7.486","7.486","7.486","-0.58%"
"Jun 26, 2000","7.530","7.530","7.530","7.530","0.40%"
"Jun 23, 2000","7.500","7.500","7.500","7.500","-0.01%"
"Jun 22, 2000","7.501","7.501","7.501","7.501","0.79%"
"Jun 21, 2000","7.442","7.442","7.442","7.442","0.12%"
"Jun 20, 2000","7.433","7.433","7.433","7.433","0.65%"
"Jun 19, 2000","7.385","7.385","7.385","7.385","-0.81%"
"Jun 16, 2000","7.445","7.445","7.445","7.445","-0.12%"
"Jun 15, 2000","7.454","7.454","7.454","7.454","-0.31%"
"Jun 14, 2000","7.477","7.477","7.477","7.477","0.54%"
"Jun 13, 2000","7.437","7.437","7.437","7.437","-0.53%"
"Jun 12, 2000","7.477","7.477","7.477","7.477","0.21%"
"Jun 09, 2000","7.461","7.461","7.461","7.461","-0.43%"
"Jun 08, 2000","7.493","7.493","7.493","7.493","-0.31%"
"Jun 07, 2000","7.516","7.516","7.516","7.516","1.04%"
"Jun 05, 2000","7.439","7.439","7.439","7.439","-0.92%"
"Jun 02, 2000","7.508","7.508","7.508","7.508","-1.00%"
"Jun 01, 2000","7.584","7.584","7.584","7.584","-1.31%"
"May 31, 2000","7.685","7.685","7.685","7.685","-0.19%"
"May 30, 2000","7.700","7.700","7.700","7.700","0.14%"
"May 29, 2000","7.689","7.689","7.689","7.689","-0.25%"
"May 26, 2000","7.708","7.708","7.708","7.708","-1.09%"
"May 25, 2000","7.793","7.793","7.793","7.793","0.70%"
"May 24, 2000","7.739","7.739","7.739","7.739","-0.40%"
"May 23, 2000","7.770","7.770","7.770","7.770","0.50%"
"May 22, 2000","7.731","7.731","7.731","7.731","-1.09%"
"May 19, 2000","7.816","7.816","7.816","7.816","1.01%"
"May 18, 2000","7.738","7.738","7.738","7.738","0.52%"
"May 17, 2000","7.698","7.698","7.698","7.698","-1.41%"
"May 16, 2000","7.808","7.808","7.808","7.808","-0.20%"
"May 15, 2000","7.824","7.824","7.824","7.824","1.23%"
"May 12, 2000","7.729","7.729","7.729","7.729","-0.27%"
"May 10, 2000","7.750","7.750","7.750","7.750","-0.14%"
"May 09, 2000","7.761","7.761","7.761","7.761","0.40%"
"May 08, 2000","7.730","7.730","7.730","7.730","1.11%"
"May 05, 2000","7.645","7.645","7.645","7.645","0.61%"
"May 04, 2000","7.599","7.599","7.599","7.599","1.84%"
"May 03, 2000","7.462","7.462","7.462","7.462","-0.60%"
"May 02, 2000","7.507","7.507","7.507","7.507","0.35%"
"Apr 28, 2000","7.481","7.481","7.481","7.481","0.77%"
"Apr 27, 2000","7.424","7.424","7.424","7.424","0.53%"
"Apr 26, 2000","7.385","7.385","7.385","7.385","-0.12%"
"Apr 25, 2000","7.394","7.394","7.394","7.394","0.94%"
"Apr 20, 2000","7.325","7.325","7.325","7.325","-0.73%"
"Apr 19, 2000","7.379","7.379","7.379","7.379","0.20%"
"Apr 18, 2000","7.364","7.364","7.364","7.364","0.82%"
"Apr 17, 2000","7.304","7.304","7.304","7.304","-1.02%"
"Apr 14, 2000","7.379","7.379","7.379","7.379","0.05%"
"Apr 13, 2000","7.375","7.375","7.375","7.375","-0.16%"
"Apr 12, 2000","7.387","7.387","7.387","7.387","0.31%"
"Apr 11, 2000","7.364","7.364","7.364","7.364","0.20%"
"Apr 10, 2000","7.349","7.349","7.349","7.349","0.00%"
"Apr 07, 2000","7.349","7.349","7.349","7.349","-0.20%"
"Apr 06, 2000","7.364","7.364","7.364","7.364","0.81%"
"Apr 05, 2000","7.305","7.305","7.305","7.305","-1.51%"
"Apr 03, 2000","7.417","7.417","7.417","7.417","0.03%"
"Mar 31, 2000","7.415","7.415","7.415","7.415","-0.52%"
"Mar 30, 2000","7.454","7.454","7.454","7.454","0.09%"
"Mar 29, 2000","7.447","7.447","7.447","7.447","-0.29%"
"Mar 28, 2000","7.469","7.469","7.469","7.469","-0.11%"
"Mar 27, 2000","7.477","7.477","7.477","7.477","0.92%"
"Mar 24, 2000","7.409","7.409","7.409","7.409","-1.11%"
"Mar 23, 2000","7.492","7.492","7.492","7.492","0.07%"
"Mar 22, 2000","7.487","7.487","7.487","7.487","-1.36%"
"Mar 21, 2000","7.590","7.590","7.590","7.590","-0.41%"
"Mar 20, 2000","7.621","7.621","7.621","7.621","0.03%"
"Mar 17, 2000","7.619","7.619","7.619","7.619","-0.12%"
"Mar 16, 2000","7.628","7.628","7.628","7.628","-0.30%"
"Mar 15, 2000","7.651","7.651","7.651","7.651","-0.10%"
"Mar 14, 2000","7.659","7.659","7.659","7.659","0.00%"
"Mar 13, 2000","7.659","7.659","7.659","7.659","0.22%"
"Mar 10, 2000","7.642","7.642","7.642","7.642","0.00%"
"Mar 09, 2000","7.642","7.642","7.642","7.642","0.00%"
"Mar 08, 2000","7.642","7.642","7.642","7.642","0.00%"
"Mar 07, 2000","7.642","7.642","7.642","7.642","-0.12%"
"Mar 06, 2000","7.651","7.651","7.651","7.651","0.10%"
"Mar 03, 2000","7.643","7.643","7.643","7.643","0.00%"
"Mar 02, 2000","7.643","7.643","7.643","7.643","-0.60%"
"Mar 01, 2000","7.689","7.689","7.689","7.689","0.30%"
"Feb 29, 2000","7.666","7.666","7.666","7.666","0.70%"
"Feb 28, 2000","7.613","7.613","7.613","7.613","0.03%"
"Feb 25, 2000","7.611","7.611","7.611","7.611","-0.37%"
"Feb 24, 2000","7.639","7.639","7.639","7.639","0.24%"
"Feb 23, 2000","7.621","7.621","7.621","7.621","-0.09%"
"Feb 22, 2000","7.628","7.628","7.628","7.628","-0.10%"
"Feb 21, 2000","7.636","7.636","7.636","7.636","-0.29%"
"Feb 18, 2000","7.658","7.658","7.658","7.658","0.29%"
"Feb 17, 2000","7.636","7.636","7.636","7.636","-0.08%"
"Feb 16, 2000","7.642","7.642","7.642","7.642","-0.12%"
"Feb 15, 2000","7.651","7.651","7.651","7.651","-0.38%"
"Feb 14, 2000","7.680","7.680","7.680","7.680","-0.30%"
"Feb 11, 2000","7.703","7.703","7.703","7.703","1.18%"
"Feb 10, 2000","7.613","7.613","7.613","7.613","0.21%"
"Feb 09, 2000","7.597","7.597","7.597","7.597","-0.31%"
"Feb 08, 2000","7.621","7.621","7.621","7.621","-0.39%"
"Feb 03, 2000","7.651","7.651","7.651","7.651","0.20%"
"Feb 02, 2000","7.636","7.636","7.636","7.636","0.39%"
"Feb 01, 2000","7.606","7.606","7.606","7.606","-0.69%"
"Jan 31, 2000","7.659","7.659","7.659","7.659","0.20%"
"Jan 28, 2000","7.644","7.644","7.644","7.644","-0.59%"
"Jan 27, 2000","7.689","7.689","7.689","7.689","-0.30%"
"Jan 26, 2000","7.712","7.712","7.712","7.712","-0.09%"
"Jan 25, 2000","7.719","7.719","7.719","7.719","-0.48%"
"Jan 24, 2000","7.756","7.756","7.756","7.756","-0.51%"
"Jan 21, 2000","7.796","7.796","7.796","7.796","-0.09%"
"Jan 20, 2000","7.803","7.803","7.803","7.803","-0.69%"
"Jan 19, 2000","7.857","7.857","7.857","7.857","0.40%"
"Jan 18, 2000","7.826","7.826","7.826","7.826","-0.69%"
"Jan 17, 2000","7.880","7.880","7.880","7.880","0.41%"
"Jan 14, 2000","7.848","7.848","7.848","7.848","-0.20%"
"Jan 13, 2000","7.864","7.864","7.864","7.864","-0.39%"
"Jan 12, 2000","7.895","7.895","7.895","7.895","0.78%"
"Jan 11, 2000","7.834","7.834","7.834","7.834","0.12%"
"Jan 10, 2000","7.825","7.825","7.825","7.825","-0.79%"
"Jan 07, 2000","7.887","7.887","7.887","7.887","-0.68%"
"Jan 06, 2000","7.941","7.941","7.941","7.941","0.98%"
"Jan 05, 2000","7.864","7.864","7.864","7.864","-0.58%"
"Jan 04, 2000","7.910","7.910","7.910","7.910","1.27%"
"Jan 03, 2000","7.811","7.811","7.811","7.811","0.19%"
"Dec 30, 1999","7.796","7.796","7.796","7.796","1.09%"
"Dec 29, 1999","7.712","7.712","7.712","7.712","0.09%"
"Dec 28, 1999","7.705","7.705","7.705","7.705","-0.23%"
"Dec 24, 1999","7.723","7.723","7.723","7.723","0.46%"
"Dec 23, 1999","7.688","7.688","7.688","7.688","-0.23%"
"Dec 22, 1999","7.706","7.706","7.706","7.706","0.33%"
"Dec 21, 1999","7.681","7.681","7.681","7.681","0.50%"
"Dec 20, 1999","7.643","7.643","7.643","7.643","-0.22%"
"Dec 17, 1999","7.660","7.660","7.660","7.660","0.71%"
"Dec 16, 1999","7.606","7.606","7.606","7.606","-0.50%"
"Dec 15, 1999","7.644","7.644","7.644","7.644","0.59%"
"Dec 14, 1999","7.599","7.599","7.599","7.599","-0.80%"
"Dec 13, 1999","7.660","7.660","7.660","7.660","0.68%"
"Dec 10, 1999","7.608","7.608","7.608","7.608","0.59%"
"Dec 09, 1999","7.563","7.563","7.563","7.563","1.38%"
"Dec 08, 1999","7.460","7.460","7.460","7.460","-2.42%"
"Dec 07, 1999","7.645","7.645","7.645","7.645","0.28%"
"Dec 06, 1999","7.624","7.624","7.624","7.624","-0.79%"
"Dec 03, 1999","7.685","7.685","7.685","7.685","-0.62%"
"Dec 02, 1999","7.733","7.733","7.733","7.733","0.61%"
"Dec 01, 1999","7.686","7.686","7.686","7.686","-0.40%"
"Nov 30, 1999","7.717","7.717","7.717","7.717","1.35%"
