Date,nt_sq_price_value,kl_sq_price_value,hk_sq_price_value
2014-04-06 00:00:00,6277.966228239842,8223.411869158883,10086.372537313428
2014-04-13 00:00:00,6174.080969827578,7772.35533333333,9763.230080645166
2014-04-20 00:00:00,5883.465365853653,8292.798770949727,10030.474070796461
2014-04-27 00:00:00,5974.8765625,8170.313160919545,9310.387263157898
2014-05-04 00:00:00,5865.504389140275,7736.871286549705,9229.07333333333
2014-05-11 00:00:00,5854.330957031251,8058.595478723405,9074.652187499996
2014-05-18 00:00:00,5859.883811728394,8173.522263374485,9729.129074074073
2014-05-25 00:00:00,5994.304721780603,8078.400175438595,10062.997999999998
2014-06-01 00:00:00,6105.925403348557,8070.177892376682,9598.851783783783
2014-06-08 00:00:00,6095.019541484709,7737.407089947087,9437.507721518985
2014-06-15 00:00:00,6093.858634969328,7930.936040816329,9467.668508287294
2014-06-22 00:00:00,6221.648873483532,8097.0646874999975,9276.522929292934
2014-06-29 00:00:00,6142.847276119406,8436.124020618554,9942.349797297298
2014-07-06 00:00:00,6367.1865999999945,7934.656363636363,9831.049567901235
2014-07-13 00:00:00,6387.433319946455,8326.751428571422,10235.898391959798
2014-07-20 00:00:00,6376.924259818735,8291.060656934313,10164.459360465116
2014-07-27 00:00:00,6335.163795620431,8222.455769230768,9635.230059171598
2014-08-03 00:00:00,6420.7053439999945,8904.717727272726,10239.067833333334
2014-08-10 00:00:00,6361.323884007025,8557.853011152407,9971.072800000002
2014-08-17 00:00:00,6400.148695652173,8448.356360153251,10196.77121827411
2014-08-24 00:00:00,6506.028741721854,8251.191234042553,10052.977912087914
2014-08-31 00:00:00,6462.102751235586,8608.084458333333,10247.058186813194
2014-09-07 00:00:00,6487.455960061441,8687.007066666663,10377.87984536083
2014-09-14 00:00:00,6490.808934426237,8708.885543478264,10684.536402439018
2014-09-21 00:00:00,6309.4330188679205,8671.877105263162,10454.55253623189
2014-09-28 00:00:00,6536.612466887417,9676.625795053007,10225.093333333336
2014-10-05 00:00:00,6409.087977528089,10310.046046511625,10767.562368421053
2014-10-12 00:00:00,6575.694850393709,11596.49077702703,11040.78757281553
2014-10-19 00:00:00,6620.159060402686,11214.947963636363,11056.687415730335
2014-10-26 00:00:00,6727.588987854256,10366.734742857143,10287.987461538462
2014-11-02 00:00:00,6715.163499005966,10219.212524752475,10654.792802547769
2014-11-09 00:00:00,6619.6584434968045,9523.209468085108,10455.750530303028
2014-11-16 00:00:00,6682.061185031186,9535.065251396652,10146.001777777778
2014-11-23 00:00:00,6722.32802303263,9302.425169082124,9900.009039999999
2014-11-30 00:00:00,6553.208610567514,9085.688415841581,10217.141111111107
2014-12-07 00:00:00,6906.392460937507,9255.350186046508,10892.579999999998
2014-12-14 00:00:00,6883.237137014316,9080.86819095477,10488.85078014184
2014-12-21 00:00:00,6810.230450819674,9258.353487394957,10637.699499999999
2014-12-28 00:00:00,6763.816970684041,9036.426707317076,10849.446250000005
2015-01-04 00:00:00,6952.800279720279,9073.281170212767,10875.48
2015-01-11 00:00:00,6927.554497041423,8768.566076923082,11623.133452914804
2015-01-18 00:00:00,6958.540828924156,9516.685347985347,10838.264541062805
2015-01-25 00:00:00,6928.273642495782,9072.870677290846,10542.671828571432
2015-02-01 00:00:00,6909.340758122745,9128.70316406249,11308.188299999998
